Participant_ID,RowNumber,session_id,age,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lposition,lratio,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,year,Temperatureinlab,ClipboardWeight,IIResponse,SRConfidenceResponse,NumberofDays,Pool2a,Pool2b,Pool2c,Pool2d,Pool3,Pool4,Pool5a,Pool6,Pool7b,Pool7c,Pool7d,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool17,Pool18,Pool19a,Pool19b,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bigfive_order,debrief_order,demographics_order,elmques_order,filler1_order,filler2_order,galinskyvignette_order,inlab_order,intrinsic_order,mcfiller_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempestimate_order,tempfollowup_order,welcome_order,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,DaysSinceMonthLab,DaysSinceAugLab,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,K1st,L1st,N1st,R1st,V1st,AvailFirst,ArgumentQuality,NFCcenter,ELMCond,CBReject
23,214,7399330,19,NA,330,354,351,348,345,342,339,336,333,4,3,6,4,7,2,7,3,7,4,6,6,5,6,5,1,2,1,1,4,2,2,2,3,2,3,3,1,3,3,3,2,20,2,25,0,2,2,0,1,2,2,3,2,4,3,2,2,2,20,4,4,1,1,2,2,15,5,4,2,4,4,3,6,4,6,6,5,1,NA,1,75,10,6,3,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,67.99999641,26,32,16,21,18,17,19,20,29,36,35,6,23,24,25,14,31,12,13,34,33,37,30,27,0,28,10,7,9,8,4,3,1,9,5,14,31,36,31,36,0,25,0.119565217,0.119565217,5.5,5.5,5,6,2.5,2.466666667,6,3,4,4,4,2.25,0,0,0,0,1,1,5.6,-0.182539683,-1,0
24,217,7399569,18,357,330,354,351,348,345,342,339,336,333,4,1,6,1,7,5,6,1,7,4,7,6,7,8,6,1,1,1,1,3,3,2,4,2,1,4,3,1,3,2,4,2,2,2,20,0,2,1,0,1,1,1,2,3,5,2,1,3,2,30,3,5,1,1,3,1,1,6,5,2,5,4,2,4,4,7,7,6,2,3,1,75,20,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,212.0000087,21,29,5,6,9,10,7,8,34,36,35,16,24,25,26,22,32,3,4,33,28,37,31,27,0,30,20,17,19,18,14,13,1,9,5,14,31,36,31,36,0,25,0.119565217,0.119565217,5.5,6.5,3.5,6.5,1,2.2,7,2,3,5,5,1.75,0,0,0,1,0,1,6.8,-1.182539683,-1,0
27,260,7407138,20,357,330,354,351,348,345,342,339,336,333,7,5,6,6,6,2,6,1,4,4,6,6,5,7,5,1,2,2,1,3,2,2,2,3,3,3,4,2,3,1,3,1,0,2,2,1,2,1,0,1,3,2,2,3,4,3,3,2,2,2,5,4,1,1,1,1,3,5,5,4,3,3,4,7,3,7,6,4,1,2,2,71,10,7,4,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,240.000002,10,33,21,23,26,25,22,24,28,36,35,12,3,4,5,6,27,14,15,31,29,37,32,34,0,30,19,16,18,17,9,8,1,9,9,14,31,40,31,40,0,25,0.163043478,0.163043478,5,6.5,6.5,4.5,5,2.533333333,5.5,2.833333333,5,4,5,3.5,1,0,0,1,1,3,5.8,-0.349206349,-1,0
28,262,7407324,21,357,330,354,351,348,345,342,339,336,333,6,6,6,5,6,5,6,2,4,4,6,5,4,4,4,1,3,3,2,3,3,4,3,3,2,3,2,1,3,1,3,1,5,1,10,0,2,1,0,2,2,2,3,2,3,2,2,2,2,20,3,3,1,1,2,2,30,5,5,4,4,4,4,6,3,6,7,6,1,2,NA,72,20,7,3,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,138.9999998,2,31,3,6,8,7,4,5,28,36,35,21,11,12,13,9,32,18,19,34,29,37,27,33,0,30,25,22,24,23,16,15,1,9,9,14,31,40,31,40,0,25,0.163043478,0.163043478,5,6,4.5,4,4.5,2.333333333,6,3,3,3,5,3,1,1,0,0,1,3,4.6,-0.182539683,1,0
29,269,7407467,18,357,330,354,351,348,345,342,339,336,333,5,5,7,4,5,6,7,1,7,1,9,7,7,4,7,1,1,1,1,3,2,3,3,3,3,4,4,4,4,4,4,1,10,2,12,0,3,1,0,1,4,4,4,4,4,2,2,2,NA,10,4,4,1,1,2,2,12,5,5,3,3,3,3,6,2,7,7,5,1,10,1,72,10,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,92.00000768,20,31,2,4,6,3,7,5,29,36,35,19,15,16,17,26,33,9,10,28,32,37,27,34,0,30,24,21,23,22,13,12,1,9,9,14,31,40,31,40,0,25,0.163043478,0.163043478,6,7,3.5,5,2.5,2.8,4,2.666666667,4,4,5,3,1,0,NA,0,1,NA,6.8,-0.515873016,-1,0
30,284,7408019,18,357,330,354,351,348,345,342,339,336,333,6,3,7,2,6,5,6,2,7,2,8,8,9,9,9,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,3,2,8,1,2,0,2,2,1,1,2,2,2,3,2,2,3,4,2,5,3,3,1,1,2,2,9,5,6,2,5,4,2,6,3,6,6,4,1,2,1,72,20,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,144.9999962,11,29,2,5,7,3,6,4,31,36,35,19,21,22,23,12,32,25,26,30,34,37,28,33,0,27,16,13,15,14,10,9,1,9,9,14,31,40,31,40,0,25,0.163043478,0.163043478,6,6.5,4.5,5.5,1.5,2.466666667,6,2.666666667,3,3,6,1.75,0,1,0,0,1,2,8.6,-0.515873016,1,0
33,334,7413094,18,357,330,354,351,348,345,342,339,336,333,6,2,7,5,7,5,6,3,5,2,9,9,8,7,8,1,4,4,3,4,4,2,2,3,3,3,3,3,3,4,4,1,5,2,30,0,2,1,0,1,2,2,5,1,3,3,3,2,2,15,5,4,1,1,3,2,15,4,6,2,4,4,2,5,NA,7,7,7,2,8,2,70,10,6,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,74.00000158,20,28,2,5,3,4,7,6,34,36,35,23,17,18,19,8,31,25,26,27,29,37,30,33,0,32,15,12,14,13,11,10,1,9,11,14,31,42,31,42,0,25,0.184782609,0.184782609,6.5,6,4.5,6,4,3.4,6,3.833333333,5,4,6,2,1,0,0,0,0,1,8.2,0.650793651,-1,0
34,336,7413208,19,357,328,354,351,348,345,341,338,335,331,5,3,6,5,5,4,5,1,4,4,7,6,5,6,6,1,2,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,2,2,6,0,1,2,0,3,2,2,3,4,2,2,4,3,1,3,3,5,1,1,4,2,5,2,4,4,4,2,3,4,4,7,6,5,1,5,1,71,20,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,206.0000035,10,33,15,17,20,18,19,16,30,36,35,22,4,5,6,2,34,8,9,31,32,37,29,27,0,28,26,23,25,24,13,12,1,9,11,14,31,42,31,42,0,25,0.184782609,0.184782609,4.5,6.5,4.5,5,4.5,2.6,6,3,3,5,4,3.25,0,0,1,0,1,2,6,-0.182539683,-1,0
35,344,7413320,18,357,327,354,351,348,345,342,339,336,330,4,3,6,6,5,6,6,2,3,3,7,7,8,7,9,1,2,2,2,4,3,4,3,4,2,4,3,2,3,3,4,2,5,1,30,1,1,2,1,1,3,2,3,2,3,3,4,3,1,20,4,4,1,1,2,2,15,3,5,3,4,4,3,6,2,6,7,6,1,5,1,72,10,5,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,57.99999156,21,34,10,12,15,11,14,13,28,36,35,23,17,18,19,5,27,25,26,33,32,37,31,29,0,30,9,6,8,7,4,3,1,9,11,14,31,42,31,42,0,25,0.184782609,0.184782609,5,6,3,5.5,5.5,2.733333333,5.5,3.333333333,4,4,5,2.5,0,1,1,0,1,3,7.6,0.150793651,1,0
36,368,7415180,18,357,330,354,351,348,345,342,339,336,333,5,5,6,5,3,3,5,2,4,2,5,6,6,7,6,1,2,2,2,2,2,3,3,3,2,4,3,2,3,3,4,1,4,2,7,0,2,2,0,1,3,2,3,4,3,2,3,4,2,8,4,4,1,1,1,2,7,5,6,4,3,3,4,5,3,7,7,6,2,8,1,69,20,6,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,141.0000047,10,31,16,17,18,19,20,21,28,36,35,3,12,13,14,26,34,5,6,29,30,37,27,33,0,32,25,22,24,23,9,8,1,9,12,14,31,43,31,43,0,25,0.195652174,0.195652174,4.5,6,5,4,4.5,2.533333333,5.5,2.5,4,4,6,3.5,1,0,0,0,0,1,6,-0.682539683,1,0
37,373,7415265,18,357,330,354,351,348,345,342,339,336,333,2,4,6,7,5,5,6,5,2,1,9,6,7,7,9,1,4,4,4,4,4,2,2,3,2,4,3,4,4,3,4,NA,4,NA,5,2,3,1,0,1,2,2,1,1,4,5,1,2,NA,5,5,4,1,1,3,NA,15,6,3,4,3,2,4,6,4,7,7,4,NA,2,1,69,10,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,66.00000097,26,30,16,20,21,17,18,19,28,36,35,7,3,4,5,8,33,13,14,32,27,37,34,29,0,31,25,22,24,23,11,10,1,9,12,14,31,43,31,43,0,25,0.195652174,0.195652174,6,4.5,2.5,5,6.5,3.533333333,6,3,5,4,3,3.75,NA,NA,NA,NA,NA,NA,7.6,-0.182539683,-1,0
38,376,7415371,18,357,330,354,351,348,345,342,339,336,333,5,4,6,6,3,7,7,1,3,1,9,8,9,8,9,1,1,1,1,3,2,4,4,4,2,4,3,2,3,2,4,2,30,2,25,0,1,1,0,1,3,4,2,4,5,1,3,4,1,7,5,5,1,1,3,2,20,5,1,3,4,2,5,6,2,7,6,5,2,30,1,69,20,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,133.999998,21,32,15,18,19,17,16,20,27,36,35,3,9,10,11,22,34,24,25,28,29,37,31,30,0,33,7,4,6,5,14,13,1,9,12,14,31,43,31,43,0,25,0.195652174,0.195652174,5,6.5,3,5.5,5.5,2.266666667,4.5,1.833333333,5,5,1,3.5,0,0,1,0,0,1,8.6,-1.349206349,-1,0
39,398,7420043,NA,357,330,354,351,348,345,342,339,336,333,4,5,5,3,6,5,6,4,3,5,6,7,3,7,7,19,3,3,2,4,4,3,3,3,2,3,3,3,3,3,4,1,2,2,2,0,3,1,0,2,3,3,3,4,2,3,4,2,1,1,2,5,1,1,1,2,1,4,5,2,4,4,3,3,3,6,6,1,1,3,2,69,10,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,156.9999971,6,30,7,10,11,8,9,12,27,36,35,14,21,22,23,18,31,16,17,29,34,37,28,33,0,32,5,2,4,3,26,25,1,9,15,14,31,46,31,46,0,25,0.22826087,0.22826087,4.5,4.5,3.5,4.5,4,2.933333333,5,3.333333333,2,5,5,2.25,1,0,1,0,1,3,6,0.150793651,-1,0
40,402,7420112,18,357,330,354,351,348,345,342,339,336,333,6,5,6,5,7,3,6,5,6,2,7,7,8,8,9,1,3,2,1,3,3,4,4,4,2,4,4,3,3,3,4,2,7,1,3,1,2,1,0,1,3,2,2,3,2,1,4,4,1,4,4,4,1,1,2,1,4,5,5,3,3,4,4,6,4,7,6,6,1,2,1,69,20,7,4,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,240.000002,9,33,19,20,24,22,21,23,28,36,35,26,16,17,18,10,30,12,13,27,29,37,31,34,0,32,8,5,7,6,4,3,1,9,15,14,31,46,31,46,0,25,0.22826087,0.22826087,6.5,4.5,5.5,4.5,3.5,2.733333333,5.5,2.666666667,4,4,5,3,0,1,1,1,1,4,7.8,-0.515873016,1,0
41,409,7420211,18,357,330,354,351,348,345,342,339,336,333,4,5,6,5,5,5,6,1,2,4,6,5,5,5,6,2,2,2,3,2,2,3,3,2,3,4,3,3,4,4,4,1,6,2,3,3,-2,1,1,2,7,7,2,2,4,4,2,2,2,20,4,4,1,1,2,2,30,5,5,4,2,1,4,5,3,6,6,4,1,3,2,69,10,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,90.99999676,18,33,8,12,9,11,13,10,31,36,35,7,15,16,17,23,29,20,21,30,27,37,34,28,0,32,5,2,4,3,26,25,1,9,15,14,31,46,31,46,0,25,0.22826087,0.22826087,4.5,6.5,3.5,4.5,5.5,2.8,1,3,4,4,5,4.25,1,0,0,0,1,2,5.4,-0.182539683,-1,0
42,438,7422970,18,357,330,354,351,348,345,342,339,336,333,6,5,7,6,7,5,7,4,3,3,6,4,3,4,5,1,3,2,3,4,4,3,2,3,2,3,4,1,4,4,4,1,10,2,20,-1,1,2,0,2,3,5,4,2,3,4,4,5,2,35,4,4,1,1,1,2,30,5,3,4,3,4,2,5,3,7,7,4,2,13,1,69,20,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,240.000002,22,31,9,14,12,11,10,13,28,36,35,16,3,4,5,17,27,7,8,30,33,37,32,34,0,29,26,23,25,24,21,20,1,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,6,5.5,4.5,5,5.5,3.066666667,4,3.333333333,4,4,3,2.75,1,0,0,0,0,1,4.4,0.150793651,1,0
43,442,7423114,20,357,330,354,351,348,345,342,339,336,333,5,5,6,5,5,3,5,5,5,5,4,4,1,3,3,1,2,2,2,3,3,3,2,3,2,4,3,3,3,2,3,1,3,2,15,0,3,2,2,3,4,5,3,4,2,4,2,3,2,14,3,3,1,1,3,1,2,1,6,3,4,2,4,4,2,4,5,4,1,3,3,70,10,4,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,24.00000184,20,29,9,14,13,12,11,10,30,36,35,22,17,18,19,26,28,24,25,33,34,37,32,27,0,31,8,5,7,6,4,3,1,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,4,4.5,5,4,4,2.666666667,3.5,3,3,3,6,3.25,1,0,0,1,1,3,3,-0.182539683,-1,0
44,459,7423644,18,357,331,354,351,348,345,343,340,337,334,6,4,5,4,7,3,6,1,6,2,4,5,5,5,6,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,5,1,4,0,2,2,1,1,4,4,3,4,4,4,4,3,2,7,3,4,1,1,2,2,8,2,3,3,4,3,4,5,2,5,6,5,NA,9,1,70,20,5,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,240.0000014,21,33,9,13,10,11,12,14,32,36,35,23,18,19,20,15,34,25,26,28,31,37,30,29,0,27,8,5,7,6,4,3,1,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,6.5,6,5.5,5,3,2.666666667,4,3,3,4,3,3,1,1,0,0,NA,NA,5,-0.182539683,1,0
45,462,7423839,18,357,330,354,351,348,345,342,339,336,333,2,5,6,4,7,2,5,2,6,2,7,3,1,5,6,1,2,1,1,2,3,3,3,2,3,3,3,2,3,3,3,NA,15,1,8,0,3,2,0,1,4,6,1,2,5,1,4,4,1,15,3,4,1,1,2,NA,20,5,1,3,3,4,2,4,2,7,5,1,2,30,1,70,10,7,5,92,1,0,0,0,3,0.25,0,0,0,0,0,1,1,1,3,15,160,500,30,1,0,1,0,1,0.125,182.999995,2,34,21,24,23,25,26,22,27,36,35,20,16,17,18,14,33,7,8,30,29,37,28,32,0,31,13,10,12,11,5,4,1,9,16,14,31,47,31,47,0,25,0.239130435,0.239130435,6.5,6,4,4,3,2.333333333,3,2.166666667,3,4,1,2.5,NA,1,1,NA,0,NA,4.4,-1.015873016,1,0
